#"Step","Potential Energy (kJ/mole)"
26590,-15.9463006886
26600,-15.4013198872
26610,-15.2657541985
26620,-16.4046730163
26630,-17.049385389
26640,-16.6619103805
26650,-16.6824893969
26660,-17.5180892499
26670,-18.1410048438
26680,-18.0258053378
26690,-17.8356093052
26700,-18.5215592604
26710,-18.6883099794
26720,-18.0601532577
26730,-17.8116550697
26740,-18.2204124523
26750,-18.4485682381
26760,-17.5821035302
26770,-16.6551889196
26780,-16.4480698842
26790,-17.3663015305
26800,-18.36387404
26810,-18.5167481689
26820,-18.3857431963
26830,-18.1888952646
26840,-18.6314011904
26850,-19.8593712511
26860,-19.9699757897
26870,-19.9465148438
26880,-19.116896686
26890,-18.7309549457
26900,-20.1045673
26910,-19.849749975
26920,-18.6426639798
26930,-18.1885234792
26940,-17.9621897211
26950,-19.3095752084
26960,-19.3374062153
26970,-17.9532489342
26980,-18.1198492122
26990,-17.652402997
27000,-17.9589394219
27010,-17.8785014443
27020,-16.2188276157
27030,-16.9152489872
27040,-17.0624684357
27050,-18.4350047429
27060,-19.5445337646
27070,-18.377142308
27080,-19.2058907976
27090,-19.347800388
27100,-19.4398193352
27110,-20.3097515435
27120,-19.464135217
27130,-19.59409912
27140,-19.7272638574
27150,-19.5694684353
27160,-19.473613191
27170,-18.8820871313
27180,-18.8536889304
27190,-19.0238309142
27200,-18.7229416273
27210,-19.1704406141
27220,-19.4350774663
27230,-18.6192692141
27240,-18.8997780456
27250,-19.8419220112
27260,-20.2845547462
27270,-19.5338660128
27280,-18.8206528575
27290,-19.9896600627
27300,-19.6937821825
27310,-18.7532341546
27320,-18.6172373826
27330,-18.7985776588
27340,-19.0030674733
27350,-18.3657382503
27360,-18.7035456143
27370,-18.8964424726
27380,-18.1844342985
27390,-18.6281463839
27400,-19.2327795242
27410,-19.651566095
27420,-19.8391670436
27430,-18.5334276646
27440,-18.9819531258
27450,-19.8159505449
27460,-20.0340331393
27470,-20.0333859891
27480,-19.0280268345
27490,-19.335148746
27500,-19.9962557526
27510,-19.8061796938
27520,-19.6412462757
27530,-18.7438497475
27540,-19.1787357456
27550,-19.4386339064
27560,-19.5478224545
27570,-20.2299730075
27580,-19.3706081771
27590,-19.2249488689
27600,-20.0188122816
27610,-20.6097763747
27620,-20.5920090679
27630,-19.6086210514
27640,-19.5986074908
27650,-20.0402131224
27660,-20.5462909053
27670,-20.6680873215
27680,-20.0862881366
27690,-20.262575308
27700,-20.4862465341
27710,-20.4140063292
27720,-20.5698643158
27730,-20.5568176552
27740,-20.4664535979
27750,-20.2550674102
27760,-20.3571865443
27770,-20.7978878108
27780,-20.7118516971
27790,-20.5270187895
27800,-20.5258808156
27810,-20.6998463177
27820,-20.4771813733
27830,-19.9029140033
27840,-19.7213153175
27850,-20.2338436515
27860,-20.4476969834
27870,-20.0488541969
27880,-19.8301048698
27890,-20.2574256292
27900,-20.3157296372
27910,-19.5331998758
27920,-19.4302418016
27930,-19.9805333638
27940,-19.9798923446
27950,-19.929029483
27960,-19.7702202867
27970,-19.7773564459
27980,-19.971144017
27990,-19.638195606
28000,-18.9490735096
28010,-19.4830297644
28020,-18.9847256524
28030,-18.908215867
28040,-18.9446833222
28050,-18.6308527199
28060,-19.0131298245
28070,-18.3421441046
28080,-18.2519663225
28090,-19.2581310496
28100,-18.2952287899
28110,-18.0149110548
28120,-17.7185911645
28130,-17.5076451638
28140,-17.8939602371
28150,-16.1382097349
28160,-16.7556261161
28170,-17.7935557191
28180,-17.7387808347
28190,-17.9777888859
28200,-17.728361453
28210,-18.2091825974
28220,-18.5985555115
28230,-17.5277392057
28240,-17.2008256
28250,-17.3995585963
28260,-17.0448074496
28270,-17.4900113934
28280,-17.6648466781
28290,-17.6350512385
28300,-17.7294931861
28310,-17.7456404005
28320,-18.1668169463
28330,-18.3594763931
28340,-17.5127009682
28350,-17.1547720926
28360,-16.8909881585
28370,-16.6220045825
28380,-16.4225804562
28390,-15.8247290912
28400,-15.8057488217
28410,-16.1204068317
28420,-15.7608909913
28430,-15.2171646076
28440,-15.2715416328
28450,-15.40808747
28460,-15.5379022914
28470,-15.4855577849
28480,-15.7602240736
28490,-16.2499312064
28500,-16.5252244243
28510,-16.9720519049
28520,-17.6031079387
28530,-18.1724588413
28540,-18.3612301301
28550,-18.1946065853
28560,-18.386260215
28570,-18.2077158773
28580,-17.4285645574
28590,-17.265943768
28600,-17.051242695
28610,-16.6770342071
28620,-16.4956981632
28630,-15.4042441989
28640,-16.7751002869
28650,-16.7587914852
28660,-16.2904552478
28670,-17.2973878422
28680,-17.3613669611
28690,-17.7504221192
28700,-18.4896649941
28710,-17.6841635861
28720,-18.793554373
28730,-18.7172450465
28740,-18.3225370611
28750,-18.7049146567
28760,-17.5297898572
28770,-17.4627402365
28780,-17.8984782802
28790,-17.4294394842
28800,-17.2128968062
28810,-16.2888101531
28820,-16.8767446088
28830,-18.1974887812
28840,-17.7629957605
28850,-16.7612212226
28860,-16.8777315551
28870,-18.1989726295
28880,-18.4569226423
28890,-17.1387799068
28900,-16.4331264494
28910,-16.8628759986
28920,-17.7537323503
28930,-17.6887726864
28940,-17.1958182092
28950,-17.450420983
28960,-17.3103622967
28970,-16.9969099394
28980,-17.0497620866
28990,-18.2232991306
29000,-18.608433578
29010,-18.0018270191
29020,-17.6920495338
29030,-18.1692880339
29040,-19.041033817
29050,-18.1255778402
29060,-16.7934862443
29070,-17.2538451985
29080,-18.6303729515
29090,-18.7964191541
29100,-17.9256343238
29110,-17.6613938732
29120,-18.1156664218
29130,-17.9724174296
29140,-17.5081342487
29150,-17.6783599539
29160,-18.4395659051
29170,-18.0036957566
29180,-16.9422529762
29190,-17.7611080627
29200,-19.1047035095
29210,-18.9203212178
29220,-18.2137418658
29230,-18.2744250245
29240,-19.1151519561
29250,-19.2440769213
29260,-18.2701983734
29270,-18.2677891423
29280,-19.2406669657
29290,-19.0386109187
29300,-18.3459776829
29310,-18.5142534005
29320,-19.0603455833
29330,-19.3130931382
29340,-18.4022903995
29350,-17.6144482951
29360,-16.7088040806
29370,-15.8356222366
29380,-17.2210088625
29390,-18.8291694625
29400,-20.0285003256
29410,-20.5093807884
29420,-19.6293487384
29430,-17.3546051002
29440,-15.1915606045
29450,-14.9359135465
29460,-16.4662985798
29470,-17.5261572857
29480,-17.9923388632
29490,-18.5194709258
29500,-18.9113460857
29510,-19.079660215
29520,-19.2238547024
29530,-19.4186222077
29540,-19.4012258381
29550,-19.5345099112
29560,-19.7199296204
29570,-19.6138747798
29580,-19.3327977499
29590,-18.978913205
29600,-18.9773508203
29610,-18.3751322953
29620,-17.5203556411
29630,-17.2502580664
29640,-16.7064458766
29650,-16.1363861547
29660,-14.8903238086
29670,-13.5987378892
29680,-14.0687903423
29690,-13.9398767384
29700,-13.515356045
29710,-13.3910278273
29720,-13.9147354724
29730,-14.4786026067
29740,-14.0999729833
29750,-14.0044249877
29760,-14.8092868985
29770,-15.5623745164
29780,-15.8604652457
29790,-15.5226711837
29800,-15.3827694711
29810,-15.5252433162
29820,-15.6932561802
29830,-15.9677241503
29840,-15.6270766911
29850,-15.3597236456
29860,-15.2421807
29870,-15.5029706412
29880,-16.2215886563
29890,-16.1075614968
29900,-15.39979812
29910,-14.9282564896
29920,-15.2603373868
29930,-15.7795686545
29940,-15.6457441937
29950,-15.3359176123
29960,-15.7157623571
29970,-17.1400636331
29980,-18.662771678
29990,-19.3352094535
30000,-18.7427910876
30010,-18.6619893829
30020,-19.2041435369
30030,-19.2124240403
30040,-18.2788460268
30050,-16.8985862257
30060,-16.3833289056
30070,-16.578592002
30080,-16.5964512515
30090,-16.212912232
30100,-15.7988794253
30110,-15.6723750995
30120,-16.4139415014
30130,-17.7498932148
30140,-18.4264717549
30150,-18.2226893967
30160,-18.032988128
30170,-18.2516003908
30180,-18.2944407713
30190,-18.1667179959
30200,-18.5803776302
30210,-19.4620850202
30220,-20.0223046961
30230,-19.9747754977
30240,-19.3662111324
30250,-18.2759110709
30260,-17.0157418501
30270,-16.41906627
30280,-16.5999892869
30290,-17.1869126703
30300,-18.0326868024
30310,-19.0953086637
30320,-19.6294269874
30330,-19.5805201536
30340,-18.8565640888
30350,-18.1517927701
30360,-17.808908782
30370,-17.4398308525
30380,-16.5135591239
30390,-15.6593990809
30400,-15.0572283026
30410,-14.9847565611
30420,-14.8733875203
30430,-14.2163985696
30440,-13.4276185366
30450,-13.5213736985
30460,-14.6588516818
30470,-15.2309917825
30480,-16.0654280771
30490,-16.7305680224
30500,-17.2914617532
30510,-18.9224810695
30520,-19.4786867377
30530,-19.6219706958
30540,-18.4120770737
30550,-17.4685264692
30560,-18.6086839661
30570,-18.8372201737
30580,-19.5524178359
30590,-18.9251545604
30600,-18.5321412429
30610,-18.5173315369
30620,-16.7119974202
30630,-15.3562145496
30640,-15.0625701172
30650,-14.723530122
30660,-15.6881919206
30670,-15.1056187813
30680,-16.2278954135
30690,-16.3428472421
30700,-16.783595615
30710,-18.5606716107
30720,-19.6682936731
30730,-21.4126628041
30740,-19.7373306892
30750,-17.8759361009
30760,-18.4876973956
30770,-17.4711018985
30780,-15.5012407392
30790,-12.7504991919
30800,-13.3338045494
30810,-15.0301622842
30820,-14.1902398871
30830,-14.9908399316
30840,-17.9308508248
30850,-16.743703609
30860,-12.0561737245
30870,-12.4880789863
30880,-15.8755471617
30890,-17.6217572993
30900,-14.2003716086
30910,-9.07290939351
30920,-9.93988334061
30930,-9.2974678012
30940,-6.15004777563
30950,-7.12225653716
30960,-12.7165426927
30970,-14.7210393097
30980,-14.0451501179
30990,-14.5729844988
31000,-15.7376844769
31010,-14.7286401526
31020,-12.424104653
31030,-11.9576088395
31040,-12.7987146793
31050,-12.4031410886
31060,-10.8395141029
31070,-10.1344345556
31080,-10.9800951751
31090,-11.518246343
31100,-10.9433557182
31110,-10.5475370674
31120,-10.6795392437
31130,-11.2360962643
31140,-10.7914672094
31150,-9.45265814455
31160,-9.35056954628
31170,-9.70230716091
31180,-8.44938609483
31190,-7.48650814226
31200,-8.35027785807
31210,-9.65005803689
31220,-9.2920284972
31230,-9.46766119502
31240,-10.5738035484
31250,-10.5263373276
31260,-9.47447897895
31270,-8.20828656319
31280,-9.35818887585
31290,-10.2058322017
31300,-9.26880939393
31310,-8.27925971537
31320,-9.11271409869
31330,-10.3364260002
31340,-10.2658411242
31350,-10.0954951402
31360,-11.402584587
31370,-12.6925815681
31380,-12.7346430406
31390,-13.1959262741
31400,-15.4015576808
31410,-17.0303957422
31420,-15.97753016
31430,-15.8555173441
31440,-16.6004269083
31450,-16.1282957829
31460,-15.3098168062
31470,-14.1793083703
31480,-15.1609559364
31490,-15.4187276452
31500,-14.1989173884
31510,-14.2058215591
31520,-13.2382089831
31530,-12.9237990406
31540,-11.8551805137
31550,-11.8078953892
31560,-13.2775937737
31570,-13.6654706226
31580,-13.9778949087
31590,-14.6530352117
31600,-14.9335957307
31610,-16.4405578735
31620,-15.7914502784
31630,-15.8672514763
31640,-15.4059436683
31650,-9.24663686565
31660,-7.61024746317
31670,-13.7933334761
31680,-15.9199649388
31690,-16.4356851556
31700,-16.0150114425
31710,-15.0710361666
31720,-15.8683585012
31730,-15.5964938024
31740,-14.7713621158
31750,-14.4994222592
31760,-13.6641142498
31770,-15.0933687772
31780,-14.2764271633
31790,-13.7782258497
31800,-14.2189068023
31810,-13.4530587578
31820,-12.9517740532
31830,-12.3279632779
31840,-12.4807579437
31850,-12.3121253436
31860,-11.7977236064
31870,-13.413112404
31880,-14.5300027376
31890,-13.4065384892
31900,-12.1638054488
31910,-11.8557089651
31920,-11.8795866481
31930,-10.34405215
31940,-8.87956714822
31950,-10.6661791886
31960,-12.2192788007
31970,-11.3866923069
31980,-10.3916106749
31990,-11.314643697
32000,-13.2125004183
32010,-12.5740569038
32020,-11.317327591
32030,-11.0756840608
32040,-12.2229552765
32050,-12.9309183814
32060,-11.3751754827
32070,-10.9664946624
32080,-12.0070518376
32090,-12.1841475922
32100,-11.3633520642
32110,-10.5834723658
32120,-10.6497118867
32130,-11.7688602169
32140,-10.5323606462
32150,-10.0125582223
32160,-10.126608568
32170,-9.68104118329
32180,-11.4115658723
32190,-10.3292145948
32200,-9.57015071955
32210,-11.4394638637
32220,-10.4191886619
32230,-10.3925149329
32240,-11.2614570528
32250,-10.049842197
32260,-10.956076593
32270,-10.2003291092
32280,-9.09210125931
32290,-11.6129499442
32300,-10.3659666617
32310,-9.91882794639
32320,-10.5029387044
32330,-9.84358002752
32340,-12.0665327325
32350,-10.245427173
32360,-8.76716273467
32370,-10.9213615678
32380,-9.53176576529
32390,-10.1006171497
32400,-9.5103964063
32410,-7.80985353964
32420,-10.5963801903
32430,-8.67056515942
32440,-8.93629766277
32450,-10.2356864477
32460,-7.94099298844
32470,-9.4818045746
32480,-8.09636524285
32490,-7.88180519343
32500,-11.3307310024
32510,-8.292809262
32520,-8.33671748445
32530,-8.37387072621
32540,-8.02549343693
32550,-11.009666906
32560,-8.70993690433
32570,-9.09481890972
32580,-10.0475514463
32590,-8.79265624839
32600,-10.9280568455
32610,-9.75971420841
32620,-10.0151855125
32630,-11.3799603928
32640,-10.0991344036
32650,-11.3143329981
32660,-11.4603732835
32670,-11.3941130472
32680,-12.011318524
32690,-10.0635743441
32700,-11.9733584759
32710,-11.6423116371
32720,-9.57272189958
32730,-10.4325529555
32740,-8.98021726785
32750,-11.3370249957
32760,-9.28670466178
32770,-9.9090553227
32780,-11.929717361
32790,-11.5258758547
32800,-12.1444406401
32810,-9.80009593688
32820,-10.9207108345
32830,-11.013517158
32840,-8.16796616324
32850,-10.5696754427
32860,-9.33830370252
32870,-8.44101876273
32880,-9.621447995
32890,-7.50955240826
32900,-9.41414620008
32910,-10.3931055142
32920,-7.64136791302
32930,-9.76163744782
32940,-9.68586915905
32950,-8.40266422364
32960,-10.8340299359
32970,-8.94129866564
32980,-10.4352821234
32990,-11.6645393304
33000,-10.3761216136
33010,-11.7414724941
33020,-11.7271826501
33030,-11.3482240884
33040,-12.4541511554
33050,-11.1466963443
33060,-12.0090162013
33070,-13.4231553501
33080,-11.0940117093
33090,-12.6038962933
33100,-12.2486247926
33110,-11.9127118474
33120,-12.8068567414
33130,-10.4893169057
33140,-12.1296899501
33150,-11.4200985409
33160,-10.2805821463
33170,-12.0555613962
33180,-9.43117572555
33190,-11.3421828141
33200,-11.4043908515
33210,-9.58913348389
33220,-12.1175386206
33230,-10.1733260164
33240,-10.4770901594
33250,-11.8286506936
33260,-9.98351397128
33270,-12.2602055299
33280,-11.3299551108
33290,-11.1018104191
33300,-13.9815541905
33310,-12.7786148015
33320,-14.1618623476
33330,-14.6635939897
33340,-13.5284778441
33350,-15.0157427844
33360,-14.0915532675
33370,-13.5328516927
33380,-13.191818596
33390,-12.8991764228
33400,-14.0412941434
33410,-13.3748041383
33420,-13.3213046933
33430,-13.4856943829
33440,-12.0675090831
33450,-13.095387431
33460,-12.143265162
33470,-11.7374296542
33480,-13.3753091761
33490,-12.4034709154
33500,-12.7733979793
33510,-13.6176140227
33520,-12.8518293172
33530,-13.751362159
33540,-13.7123799248
33550,-13.4545008022
33560,-14.434009108
33570,-12.9182939387
33580,-13.2394717998
33590,-13.4581738972
33600,-12.7020259197
33610,-13.72484982
33620,-12.6293781127
33630,-14.3094832495
33640,-14.6236832589
33650,-12.634323842
33660,-14.008526863
33670,-14.0494071938
33680,-14.0190506992
33690,-14.1679566647
33700,-12.3103704698
33710,-13.2433022834
33720,-13.6496237979
33730,-12.4616865389
33740,-13.2139469555
33750,-12.3223319496
33760,-12.5066367313
33770,-13.5442151489
33780,-12.0237107963
33790,-12.9811035067
33800,-13.1027812282
33810,-11.3853410138
33820,-12.8231010167
33830,-12.1240920386
33840,-12.1473695224
33850,-12.3224669336
33860,-10.6324153109
33870,-12.0103363345
33880,-11.9673777363
33890,-10.7493144549
33900,-11.1288009448
33910,-10.6255298878
33920,-11.2479528301
33930,-10.9181040563
33940,-9.38018645752
33950,-11.297550783
33960,-11.3815421775
33970,-10.3853858649
33980,-11.1164684672
33990,-10.565848476
34000,-11.8360669843
34010,-11.0785756533
34020,-9.2652274323
34030,-10.7846518876
34040,-10.5694390653
34050,-10.756719826
34060,-9.58153796982
34070,-10.3712164231
34080,-12.1588175719
34090,-10.8398922996
34100,-11.1619865478
34110,-11.5131015421
34120,-11.9954355962
34130,-12.537570326
34140,-11.1967973041
34150,-11.6618197474
34160,-12.5366333445
34170,-11.9846732639
34180,-12.0533155543
34190,-11.6629121691
34200,-12.0891783379
34210,-12.8429477182
34220,-11.4895164802
34230,-11.3313039845
34240,-11.9137594321
34250,-12.2901140896
34260,-12.0265154323
34270,-11.1782351041
34280,-11.5498585973
34290,-11.5009740913
34300,-10.5821258005
34310,-9.77007145312
34320,-9.95313554035
34330,-10.6325911064
34340,-10.5641250583
34350,-10.0970408054
34360,-10.5360721557
34370,-11.4211391134
34380,-11.0792134779
34390,-10.302617761
34400,-10.6996337547
34410,-11.9148023123
34420,-11.6410763282
34430,-10.5462099824
34440,-10.9383371505
34450,-12.7032266268
34460,-12.1915069522
34470,-10.0347581401
34480,-10.3076715048
34490,-12.8601118995
34500,-13.060276015
34510,-10.0761194904
34520,-9.95549506433
34530,-12.0823518882
34540,-12.2554314915
34550,-10.2944619375
34560,-9.91340593951
34570,-11.111473439
34580,-11.923563316
34590,-10.8415129137
34600,-10.4685113745
34610,-12.0908818616
34620,-12.235892243
34630,-11.5920351792
34640,-11.3624556698
34650,-11.8831582095
34660,-11.6226657208
34670,-10.9071657846
34680,-10.6205702331
34690,-11.1804678043
34700,-11.2762368426
34710,-9.44319651977
34720,-8.70760025708
34730,-10.6283643163
34740,-11.2296704105
34750,-9.78705639562
34760,-8.89811799652
34770,-9.77793278377
34780,-11.2226454386
34790,-10.4043539563
34800,-9.33262653499
34810,-10.6726832034
34820,-10.7217816633
34830,-9.78623585647
34840,-11.2649529306
34850,-12.3794355275
34860,-12.2844068095
34870,-10.6810695236
34880,-11.4196162569
34890,-14.2025567358
34900,-13.5400619794
34910,-11.5032113741
34920,-11.4045237417
34930,-13.1032541207
34940,-14.8360131
34950,-12.2161559329
34960,-10.4916482975
34970,-13.5666757272
34980,-14.6091884692
34990,-13.0238763831
35000,-12.2646765784
35010,-14.6309268938
35020,-15.8809417979
35030,-13.8853337332
35040,-12.9633942815
35050,-14.1804729498
35060,-14.3054661181
35070,-13.5020941824
35080,-12.9208489152
35090,-14.4926311303
35100,-15.4007931019
35110,-13.509747697
35120,-13.7871983607
35130,-14.7303930069
35140,-15.4556011361
35150,-14.1357862257
35160,-12.6413807823
35170,-15.9724388035
35180,-16.3229950883
35190,-13.8373589071
35200,-14.0157477864
35210,-15.3759208293
35220,-16.5485234596
35230,-15.3005300471
35240,-14.5406534862
35250,-16.0278395443
35260,-15.7898742547
35270,-14.7493528711
35280,-15.2636669743
35290,-16.620850843
35300,-17.231761276
35310,-14.7403922851
35320,-14.4939817875
35330,-18.3462039244
35340,-18.7097536396
35350,-15.8971746592
35360,-15.7586397409
35370,-17.5051620197
35380,-16.5982797098
35390,-14.7541933916
35400,-16.0325638248
35410,-18.6484528523
35420,-18.0523357543
35430,-15.5957212379
35440,-15.8548587244
35450,-17.3099972995
35460,-16.950306926
35470,-15.4319796974
35480,-16.4178059214
35490,-18.4242615744
35500,-18.0541330525
35510,-14.9764081981
35520,-14.6657921319
35530,-17.7923449253
35540,-17.8341262099
35550,-16.5008113905
35560,-16.0916579328
35570,-18.3525774707
35580,-19.3967714549
35590,-17.712025902
35600,-17.2654219086
35610,-19.4732671725
35620,-19.88038436
35630,-18.227631129
35640,-17.7332910657
35650,-19.3768726328
35660,-19.363593735
35670,-16.7786411337
35680,-15.8332962668
35690,-18.0613569894
35700,-17.6055290007
35710,-14.8655270953
35720,-15.4750481741
35730,-17.8946367155
35740,-17.3618644156
35750,-15.8218218821
35760,-17.312273641
35770,-19.1099802763
35780,-17.4973041933
35790,-15.6286931853
35800,-17.1593629605
35810,-18.9347277748
35820,-17.8564113489
35830,-15.8090758762
35840,-16.3110834162
35850,-17.9793485564
35860,-17.8587282616
35870,-16.6223859819
35880,-16.7958954138
35890,-17.9120478536
35900,-17.2405927191
35910,-16.2875613425
35920,-17.0533645842
35930,-17.9977733809
35940,-16.8540943658
35950,-15.1422949316
35960,-15.1203079912
35970,-16.1546687952
35980,-15.5396760597
35990,-14.5113663895
36000,-16.368373087
36010,-17.0973740184
36020,-16.2028737518
36030,-15.878333547
36040,-16.9534942086
36050,-17.5804886041
36060,-15.3063472211
36070,-14.4976450348
36080,-15.1342969562
36090,-14.7290162611
36100,-14.42623478
36110,-13.0841444963
36120,-13.7520722482
36130,-14.4555505562
36140,-12.4680955311
36150,-12.9213918489
36160,-13.4663946538
36170,-14.0963691137
36180,-14.1511957647
36190,-11.5802017715
36200,-13.8256453531
36210,-15.3907861412
36220,-14.2501475575
36230,-12.473138203
36240,-11.998857501
36250,-14.0505254758
36260,-14.0124182966
36270,-12.596495503
36280,-11.6285202726
36290,-12.1452994478
36300,-13.1352565194
36310,-12.3357923444
36320,-12.1001643893
36330,-11.5458418117
36340,-10.5999839304
36350,-10.5766599696
36360,-11.5332435417
36370,-12.3540579049
36380,-10.9277246511
36390,-8.72895318394
36400,-9.49288884502
36410,-10.6295031828
36420,-10.8423872366
36430,-8.75119009209
36440,-8.26677217308
36450,-10.7109767645
36460,-12.0649625262
36470,-12.7513693689
36480,-11.1524503227
36490,-10.895286991
36500,-12.2632755298
36510,-12.7673117132
36520,-12.9463265339
36530,-11.8126444321
36540,-11.3046552705
36550,-11.4988051832
36560,-11.9040624708
36570,-13.6554260718
36580,-13.7523950271
36590,-12.5617752413
36600,-11.9687705611
36610,-12.4866169183
36620,-15.0836538533
36630,-15.2252134343
36640,-13.1283113328
36650,-12.4934734042
36660,-14.6073265673
36670,-16.7279148285
36680,-15.8992192423
36690,-14.2739077186
36700,-14.5937558612
36710,-15.7081676787
36720,-16.21651874
36730,-16.0086387321
36740,-15.8306597554
36750,-16.918740666
36760,-16.9350990345
36770,-16.9481150206
36780,-17.8703891397
36790,-18.5817568478
36800,-18.4989682963
36810,-17.4881771034
36820,-17.283136197
36830,-18.4658975919
36840,-18.3856526739
36850,-17.2636206679
36860,-16.850114826
36870,-17.6068364677
36880,-17.7932763093
36890,-16.2529436099
36900,-15.3579726075
36910,-15.700446385
36920,-15.6685758697
36930,-15.836934776
36940,-16.5940174827
36950,-17.421498527
36960,-17.7961023387
36970,-16.3794963751
36980,-15.3829223257
36990,-16.937510118
37000,-18.0891431317
37010,-17.792688465
37020,-17.0791169337
37030,-17.3485789654
37040,-18.6315285343
37050,-18.7794799027
37060,-18.1035288569
37070,-18.1640148095
37080,-18.0078743916
37090,-18.0058737274
37100,-17.9500971579
37110,-17.9815099379
37120,-17.9767796062
37130,-17.7055272151
37140,-17.766221031
37150,-18.4473981945
37160,-18.3378697567
37170,-18.3713094184
37180,-18.0819221696
37190,-18.1834493138
37200,-18.6873985668
37210,-18.250186235
37220,-18.5912320543
37230,-18.1998562652
37240,-18.1731892267
37250,-19.0698829241
37260,-18.1366248429
37270,-18.5249969844
37280,-18.365899749
37290,-17.6953295899
37300,-18.6407521887
37310,-17.5990073292
37320,-17.6548063664
37330,-18.0926833201
37340,-16.4716065658
37350,-17.6011035726
37360,-17.4172461309
37370,-17.4560199746
37380,-19.1969852684
37390,-17.5337916708
37400,-17.9474360236
37410,-18.6300628992
37420,-18.4435578657
37430,-19.829234947
37440,-18.228928404
37450,-18.0753889239
37460,-17.9137688747
37470,-17.9940315458
37480,-20.2845045933
37490,-18.785357295
37500,-17.4128158608
37510,-17.7832097601
37520,-17.9678233978
37530,-19.5582268939
37540,-18.903330139
37550,-16.648517902
37560,-17.321004268
37570,-17.0908643976
37580,-18.4622886964
37590,-18.6827846657
37600,-17.0084707631
37610,-16.6302891325
37620,-17.2251553515
37630,-17.9750444497
37640,-18.3788319883
37650,-17.1803930129
37660,-16.2099305108
37670,-16.7311859505
37680,-18.1174184902
37690,-18.2216058981
37700,-16.2302002578
37710,-16.0736307229
37720,-17.3913092207
37730,-18.1909188229
37740,-18.2546644478
37750,-17.0728274297
37760,-16.0867417155
37770,-17.6005525823
37780,-18.8183836206
37790,-18.4968668872
37800,-18.0222637583
37810,-16.9555579149
37820,-16.7424727507
37830,-18.6924627436
37840,-17.7589220183
37850,-17.8589593475
37860,-16.2700028176
37870,-15.9154163625
37880,-17.8367790185
37890,-16.5330251984
37900,-16.251499042
37910,-15.932018547
37920,-16.4510798396
37930,-18.9574938247
37940,-18.6839250918
37950,-17.8972172967
37960,-17.0031192673
37970,-15.915500953
37980,-16.4566740008
37990,-16.9402690488
38000,-17.9979575028
38010,-19.2096822026
38020,-19.2849878701
38030,-19.0958476515
38040,-19.0191343082
38050,-18.4623948079
38060,-19.1463844674
38070,-18.0277844285
38080,-17.4752880356
38090,-18.0849571734
38100,-17.6333793654
38110,-17.6557521904
38120,-16.5795731831
38130,-16.6735233139
38140,-18.0632413882
38150,-16.1821859626
38160,-17.1474680331
38170,-16.4060366538
38180,-16.256401281
38190,-17.7192336762
38200,-16.4033551195
38210,-17.6337374551
38220,-18.1115852309
38230,-17.6349057866
38240,-18.5069094034
38250,-18.2230216884
38260,-18.3549450345
38270,-18.8321029569
38280,-18.2482144527
38290,-19.2722132924
38300,-18.605433063
38310,-18.63045993
38320,-19.1620859543
38330,-18.9098939993
38340,-19.5045345506
38350,-18.8657911504
38360,-18.0850821793
38370,-18.5817013113
38380,-17.8818394217
38390,-18.2638489669
38400,-18.3383340711
38410,-17.3753372062
38420,-18.0284980266
38430,-17.2313509873
38440,-17.2525968657
38450,-17.1400049165
38460,-15.2461355428
38470,-15.8574202361
38480,-15.8090336804
38490,-16.0794306949
38500,-17.2758228522
38510,-15.1267615497
38520,-16.4070422877
38530,-17.3681336024
38540,-16.99640016
38550,-19.1485467273
38560,-17.0699316295
38570,-17.9359931288
38580,-19.4452533235
38590,-18.9679193403
38600,-20.8030771526
38610,-18.9992495331
38620,-18.8408652442
38630,-20.3871940995
38640,-18.6329458256
38650,-19.290499849
38660,-18.5631252594
38670,-18.0962656381
38680,-19.1283581702
38690,-18.7489468315
38700,-19.1709491919
38710,-19.6025258877
38720,-18.8392833504
38730,-19.6703339061
38740,-19.538089792
38750,-19.5957835646
38760,-20.3107365882
38770,-19.0256028439
38780,-20.1244036885
38790,-20.1303314105
38800,-20.1383429176
38810,-20.6506573046
38820,-19.7104217906
38830,-19.698289247
38840,-19.2121841678
38850,-18.4253795311
38860,-18.74610517
38870,-17.4439958866
38880,-17.4189999171
38890,-18.6755336379
38900,-18.9092711984
38910,-19.8643597633
38920,-19.1364990977
38930,-19.1404044466
38940,-19.7905991003
38950,-19.0209877669
38960,-19.660841005
38970,-19.1746331268
38980,-18.8125051822
38990,-19.0674081595
39000,-18.6681249813
39010,-19.1954717035
39020,-18.9159390047
39030,-19.269375503
39040,-19.6862190594
39050,-19.7571753078
39060,-20.0016540381
39070,-19.7330306971
39080,-19.5736254052
39090,-20.255880932
39100,-19.8730672058
39110,-20.2865581897
39120,-20.2037640334
39130,-19.4799076967
39140,-20.0717720679
39150,-19.4338446407
39160,-19.3171389578
39170,-19.8638152266
39180,-18.9836848138
39190,-19.6587979801
39200,-19.3542703402
39210,-19.5856694241
39220,-20.5507829012
39230,-20.0828478952
39240,-20.2775499488
39250,-20.7042107672
39260,-20.2979937143
39270,-20.310210874
39280,-20.0780259796
39290,-19.9453029967
39300,-19.6043457898
39310,-19.0984231606
39320,-18.7519669436
39330,-18.4581365292
39340,-18.0392198572
39350,-17.4874451744
39360,-17.4177041076
39370,-17.6028507271
39380,-17.8603192511
39390,-18.0961888046
39400,-18.3590566517
